client,cohort,bloom,prr,irr
c632,29,00010000000000000000000000000000,00011000100100100100010011000000,00011010100100100110010010110000
c632,29,00000000000000000000000000000010,01100000110101000100011000001000,00100010110000000100001000000000
c632,29,00000010000000000000000000000000,00000110000000001010010000101000,00011110000100001010011011101100
c632,29,00000000000000000000010000000000,10110101100000000001100100000100,11110001110010000001110110000011
c633,10,00000010000000000000000000000000,00000010000100100100110000100000,01100110011110100101100000110000
c633,10,00000000000000000000000100000000,00001011100101000000000100110000,00000011000100010000001101111000
c633,10,00010000000000000000000000000000,10001010000000000000000000111001,00001010000101001010011100111101
c633,10,00100000000000000000000000000000,00100000000100010000000000010101,00100010000111010100010100110111
c633,10,00000000000000000000000000001000,00000001100001000010110000001100,00000001100001100000110000001100
c633,10,00000000010000000000000000000000,00000010010000000000000010001100,01000010011000001001100011001100
c633,10,00000000000000000000001000000000,00000011001000100100010001100010,00000011101100100110111111110011
c633,10,00000000000000000000000000100000,00000010101000000011100110000101,01000110001101000101000110000101
c633,10,00100000000000000000000000000000,00100000000100010000000000010101,00111110000000110000100101110101
c633,10,00000000000000000000000000001000,00000001100001000010110000001100,01001011100000001001111000000100
c634,3,00000000000000000000000000100000,00000010100110010110000100011100,10011010110010010010000100000101
c634,3,00000000000000000000001000000000,01001100001010010110000111001001,01001000011100001110100110001001
c634,3,00000000000010000000000000000000,01000000000001001001000001000000,11000000011001001101001001010000
c634,3,00000000000000000000000000100000,00000010100110010110000100011100,10000000100110010111000000011100
c634,3,00000000000000000000000001000000,10001010000001100010000001100001,11001010001001011010011011100101
c634,3,00000000000000000010000000000000,10010000101011000100000100101011,10010000101011110111100000100001
c634,3,00000000000000000000000000100000,00000010100110010110000100011100,10011000101110010100101100010111
c634,3,00000000000010000000000000000000,01000000000001001001000001000000,01010110010001001001110111110010
c634,3,00000001000000000000000000000000,11000001000001010001010000001001,01001010000000011000010100011001
c634,3,00000000000000000000000000001000,11000000110011000001000000010101,00001100110110001011010010010111
c635,56,00000000000000000000000000001000,00001100001000000000001001101000,00001100011000101010000001101010
c635,56,00000000000000010000000000000000,00100001001010010000001100000010,10100001010011000001001100000010
c635,56,00000000100000000000000000000000,00000110100000000100101010101100,10100110110001000101101010100000
c635,56,10000000000000000000000000000000,10010011010100000000000000100000,10010101000101000101010000000001
c635,56,00000000000000000000000000001000,00001100001000000000001001101000,00011100001000000001010001101110
c635,56,00000100000000000000000000000000,00100100000010000000010000010010,01100110000010000011010010010001
c635,56,00000000000000000000001000000000,00100010010000000101011100000000,10110010010000000101011001100001
c635,56,00000000000000000100000000000000,01000000101000000100010000000001,11000110100010001100010100000001
c635,56,00000000000000000000000001000000,00000000010001111000101101100010,00000100011001110000101101101010
c635,56,10000000000000000000000000000000,10010011010100000000000000100000,10100101010100000000000101100000
c636,22,00000000000001000000000000000000,00100010001000000011110000000000,10100010101100001011111000101100
c636,22,00000000000000000000000000010000,01010101000000100011011000010000,01100111001000100111001001010001
c636,22,00000000000000100000000000000000,10000100000000100001000000001010,11010000000010000111000010000110
c636,22,00000000000001000000000000000000,00100010001000000011110000000000,00000110001010000011110100000000
c636,22,00100000000000000000000000000000,00110000100001110100000000010010,00100000110011110100010111010100
c636,22,00000000001000000000000000000000,00000000111000000000101001001001,00101001011011000100101101001001
c636,22,00000000000010000000000000000000,00000000100010110000000101001100,01000110100011111010000111011101
c636,22,00000000000000000000000100000000,00000000010001000000000111000000,10111010010001111010011111001110
c636,22,00000000000000000000000010000000,10000010000000011100000010000010,10001011000101011100001010100010
c636,22,00000001000000000000000000000000,00000000000010011001111010000000,10000000101110111001111011000001
c637,0,00000100000000000000000000000000,10000101000001010100100100000010,10000000010011111000000101000100
c637,0,00000001000000000000000000000000,10001110110000000000100100000001,00101110111001001010011100010001
c637,0,10000000000000000000000000000000,10000010100000011011010111001000,11100011101000001010110011001000
c637,0,10000000000000000000000000000000,10000010100000011011010111001000,10010010100000000010010111001010
c637,0,00000000000000000000000000010000,01111000011010001010000100011001,00101000001111001110110100011001
c637,0,00000000000000000000000000010000,01111000011010001010000100011001,01110000011110011010001101010011
c637,0,00000000000000000000000000000001,01000100000000000000011000000101,00110100000100001000111110001100
c637,0,00000000000000000000000010000000,00110100011000010010011010100000,00110000011010010010111010000010
c637,0,00000000000000000000000010000000,00110100011000010010011010100000,00110100010000100000001010101000
c637,0,00000000000000001000000000000000,00100010000000001000100000000000,00110011001001001000100000000000
c638,35,00000000100000000000000000000000,10001110010000100000001000000100,10001110010010100000011000000000
c638,35,00000000000000000000000000000010,00000001000000000000001001000010,00000001000000100010111101100101
c638,35,00000000100000000000000000000000,10001110010000100000001000000100,00011110000000010010001110000100
c638,35,10000000000000000000000000000000,10010100010000000001010000110100,10010110110000010011000001110100
c638,35,00000000000000001000000000000000,00010000100010101010001010000000,01000100111010001000000110100000
c638,35,01000000000000000000000000000000,01100000001100100100100000000100,11100000000110101100101000001100
c638,35,00000000000000000000010000000000,00100000100000000000011001000000,10010000110101101110101010001000
c638,35,00000000000000000000000000000001,10011101000000100000100010000111,00110101000000110000100000000011
c638,35,00000000000100000000000000000000,00010100001100100100010000110100,00010101001100110100110001111101
c638,35,10000000000000000000000000000000,10010100010000000001010000110100,11000110001011011000011000011100
c639,18,00000000000000000000100000000000,00000001000100001101110111010010,10010001001101011000111111010011
c639,18,00000000010000000000000000000000,00100000010100001000010100000000,00100000010100001100110111010110
c639,18,00000000000100000000000000000000,00100010010001101000000110000110,10110010010101110000000110011100
c639,18,00000100000000000000000000000000,00100100011100010000000100010101,01000100011001010000011110101101
c639,18,00000000000010000000000000000000,00000001011010101000010101001001,00000001011001111100110000001001
c639,18,00000000000000000000000000001000,00100000100001011000000010101000,00110101100001011000111110011110
c639,18,00000100000000000000000000000000,00100100011100010000000100010101,00011101010100111001101010010111
c639,18,00000000000100000000000000000000,00100010010001101000000110000110,01000011110011011001010100110110
c639,18,00000000100000000000000000000000,00000011100000000000000010110101,01001011011100100000000000110011
c639,18,00000000000000000000000000000100,01000100001010001001000000111100,01011000111000001010000010110100
c640,4,00000000000000000000000010000000,00100000100011000000000010001010,01000110010000000010100100011111
c640,4,00000000100000000000000000000000,00000110110110010101001100100001,00110111110110000010001000100001
c640,4,00000000000000000000100000000000,00010000010101010000101001100000,10000100010111110000101001100000
c640,4,00010000000000000000000000000000,01111000010001000000000000110100,10110000011111001100110011101100
c640,4,00000000000000000000000000001000,10001100000010000100100010011110,10010100000110000100100000111101
c640,4,00000000000001000000000000000000,00100000000101000100001000001000,01100001000101101100001011101000
c640,4,00000000100000000000000000000000,00000110110110010101001100100001,01101100101000010101111101100011
c640,4,00000000000000000000000000000001,10000100000000100000000000010001,10000000110100100000001000000000
c640,4,00010000000000000000000000000000,01111000010001000000000000110100,11111011010001100001000000110000
c640,4,00000000100000000000000000000000,00000110110110010101001100100001,10000111110110010001101111100011
c641,38,00000010000000000000000000000000,11001000001001001000100001010100,11001001111001101000001000011010
c641,38,00000000000000000000001000000000,01001010100000010110100000101000,01001010101101010110110010101000
c641,38,00000000000000000000000000000100,10000010011110000000000001110100,00001111011010000000000001101100
c641,38,00000000000000010000000000000000,00001010000010110000010000100100,10001010001010110101110101100100
c641,38,00000000000000000000100000000000,00100000011001001000111001000101,00000001011011000010111011000101
c641,38,00000000000000000000000001000000,00000010000000100010000001110000,00000011000000001011101001100000
c641,38,00000000000000000001000000000000,00010110000000000000111000000000,00110110001111001000111100100010
c641,38,00000000000000010000000000000000,00001010000010110000010000100100,01011010000010110000011000100100
c641,38,00000000000100000000000000000000,00110000000100001101010100000000,00100111100110101000110100110000
c641,38,00000000000000000000100000000000,00100000011001001000111001000101,00110000010101001000111011010101
c642,33,00000000000000000000000100000000,00100000010001100011010110110000,00100100010001100011000010110011
c642,33,00000000000000010000000000000000,00010010000010010000000011010000,00010010010111011001000011010000
c642,33,00001000000000000000000000000000,00011000000001011000101101101010,01011100100001011110101101100000
c642,33,00000000000000010000000000000000,00010010000010010000000011010000,00001100100001110011100111110010
c642,33,00000000000000000000000001000000,00000000000000001001000011100100,00000010000100001001001011100000
c642,33,00000000000010000000000000000000,10100000000111100000000001001010,11100101010111001001000001000011
c642,33,00001000000000000000000000000000,00011000000001011000101101101010,00011000000001010100111001011000
c642,33,00000000000100000000000000000000,00000000010011000010001000110000,00000001110010111011001010010001
c642,33,00000001000000000000000000000000,00001001000111001010100100000110,01001001110000001010100100000110
c642,33,00000000000000000000000000100000,01000100000001001001000000001000,01001100000001011001000000101001
c643,20,10000000000000000000000000000000,10111100010000011100001001000001,10111100011100101101001001010001
c643,20,00000000000000000000000000010000,00000100101010000000000110010000,10000100100010000100000110110000
c643,20,00000001000000000000000000000000,10100001000011010010000000010010,01001001100000010011000110100000
c643,20,00000000000000000000001000000000,01000000001000000000001000000001,01000100101000000001001100000101
c643,20,00000000000100000000000000000000,00000101100110000000101011100000,00000101011010000010101111100010
c643,20,00000001000000000000000000000000,10100001000011010010000000010010,00110001100011011000000000010110
c643,20,00000000000000000000000000000100,00000100000100001001000000001100,01000111100111000001000000100010
c643,20,00001000000000000000000000000000,01001101000000000000000100000000,00000101101001000000011100000000
c643,20,00000000000000000000000100000000,10010010000000000001101001010000,10100101100010000001111001110010
c643,20,00000000000000000000000000000010,00011011000100000000010100000100,00010110000100011000000101001000
c644,61,00000000000000000000000000010000,00100011001000000010010100010001,01100010011010000010011100000001
c644,61,00000000000000000000000000000001,11100000001000110001110100100001,10100001001000100000110101011000
c644,61,00000000000000000000000000010000,00100011001000000010010100010001,00110000011000000001011101011101
c644,61,00000000000000000000000010000000,00100101000010001001001010111000,01100100000010001011001010011001
c644,61,00000000000000000000000010000000,00100101000010001001001010111000,00110101000010000001001011111100
c644,61,00000000000000000001000000000000,01001000001000100001001000000010,11110011101000101001001010010110
c644,61,10000000000000000000000000000000,11010101001101000001110100010100,11100001111011010001110000010100
c644,61,00000000000000000000000010000000,00100101000010001001001010111000,10100000101011100001101010101100
c644,61,00000000000000000000000001000000,00000010101001000000010111100010,01010110000001000100010111000010
c644,61,01000000000000000000000000000000,01100110000011001011011001010001,00101110001011001011000100000001
c645,26,00000000010000000000000000000000,10000100010000001111000001000000,10001100110000001111000001000000
c645,26,00000000000000001000000000000000,01000100011000001001010000001100,11100100011110010011000000000111
c645,26,00000000000100000000000000000000,00010010110100100100000100010100,00010011010000000100101101011100
c645,26,00000000000001000000000000000000,00000100000001010000110001000100,00011110000001111010110001000010
c645,26,00000000010000000000000000000000,10000100010000001111000001000000,00000100001010000111100000000000
c645,26,00000000000000000000000000010000,01000000000100000000100100010000,01101010001010000001100100010100
c645,26,00000000000000000000000000010000,01000000000100000000100100010000,00001000110101001101100101010000
c645,26,00000000000100000000000000000000,00010010110100100100000100010100,10011010011000000101000100010111
c645,26,10000000000000000000000000000000,11110100000011001000000000000001,11101100100011011110000011000101
c645,26,00000000000000000000000010000000,00010000010010001000001010100000,00000001101110101000001001100001
c646,6,00000000000010000000000000000000,01010000101010010100100011001000,00010010001011010011100010101000
c646,6,00000010000000000000000000000000,00101011000000000000000101100000,00101010100010010110111000000001
c646,6,00000000000000000000000100000000,10000000001010010000010000000000,01100100001111011100010001001010
c646,6,00000000000100000000000000000000,00001101010101110011000000011001,11000111010111110001100010010111
c646,6,00000000000000000000000000001000,00011001000000000000000000000100,11011011100000011000001000001110
c646,6,00000000000100000000000000000000,00001101010101110011000000011001,01000111010111101011000100011001
c646,6,00000000000000000000000000001000,00011001000000000000000000000100,01011001010000100010000000000101
c646,6,00000000000100000000000000000000,00001101010101110011000000011001,00000101011001010011000110011110
c646,6,00000000001000000000000000000000,10000000011000010000000000110101,11100000001100001100110111000001
c646,6,00000000000000000000000000001000,00011001000000000000000000000100,01000001010001000000000000000100
c647,19,00000000000000000000000000000001,00000110000010000010011010111010,01000111000010000000011010110111
c647,19,00000000000000000000001000000000,01100001000011100010000000001000,00101001000011100010000001111001
c647,19,00100000000000000000000000000000,00100000000000000100000100000000,00000100100001000101001100000010
c647,19,00000000000000000000000000000010,01001000010010000000101110100011,11110010010011001001011100100111
c647,19,00000000000000000000001000000000,01100001000011100010000000001000,00101101100001110011001010101000
c647,19,00000010000000000000000000000000,00100010010001011000100000000000,00001010010011001000100000000001
c647,19,00000000000000000100000000000000,01100010100000000011100000010000,01100101110100111011100000011000
c647,19,00000000000000000001000000000000,00001011010010010001000000000011,00001011110010010011000000100001
c647,19,00000000000000000000010000000000,01110001110000111000010000010000,01100001111000111010011010010000
c647,19,00000000000010000000000000000000,00000110011011010011000000001001,01000100011011100111001011000101
c648,17,00000000000000000001000000000000,00100100010100000011000001001100,00100100010100100011100101000100
c648,17,00000000000000010000000000000000,10000000111000011000000010000110,10000010111000011111110000100010
c648,17,00100000000000000000000000000000,00101000100010001001010000000110,00111000100011101101010010010010
c648,17,00000000000000000000000000010000,00001000000110110001000000010100,00011000000101110001110000000000
c648,17,00000000000000010000000000000000,10000000111000011000000010000110,10000000110000000110000000000111
c648,17,00000000000001000000000000000000,01000000000101000000000100110100,00010100010101010100100100110100
c648,17,00000000000100000000000000000000,00010000011011000000110001000000,00010000011011001000111001000001
c648,17,00000000000000000000100000000000,10100010001100000000100001110000,10100110001100000010100001110011
c648,17,00000000000000000010000000000000,10100000100000100010101001100000,01110000110010110010111000010010
c648,17,00000000000000000000001000000000,00100100001001011010100000011100,10100001001100001010100110011100
c649,45,00000000000000000000010000000000,01110010001011011000010011101010,01111000000111011000010111111010
c649,45,00000000000000000000000000001000,00000000000000010110000000000010,01101000010100010001001010000010
c649,45,00000000000000000010000000000000,00010100000000010011010101100000,00110100000100011111011110001000
c649,45,00000000000000100000000000000000,00011001001111100000000001100001,00011001010110100010110010111011
c649,45,00000000000000000000000000001000,00000000000000010110000000000010,11001000000001011110000010000010
c649,45,00000000000000000000000000000010,01011000101000010101000000000010,11011000111010000110000000111010
c649,45,00000000000000000000000001000000,10010000000000100000011001000001,00000100000100100000001011101001
c649,45,00000000000000000000010000000000,01110010001011011000010011101010,11110010001011011110111011110010
c649,45,00000000000000001000000000000000,00100010000000000001100000100101,01101010001010101001100100101001
c649,45,00000000010000000000000000000000,00101001111011000000000000010010,00101001010011110000001000001010
c650,13,00000000000001000000000000000000,01100011000001100110000011000000,11000011000100100110001011000100
c650,13,00000000010000000000000000000000,00100100010000100011010011010000,00111111110000100011010111010000
c650,13,10000000000000000000000000000000,00001010100000010010000100000100,00100010101100110100000111100101
c650,13,00000000100000000000000000000000,10010000100000001101001000000000,00000010100000001101011010001000
c650,13,00000000000000000000000000001000,01000000000010010101000010001000,00100000100010011100000001011010
c650,13,00000000000000000000001000000000,10000000111000000100001000000000,11001010101010000100000000110000
c650,13,00000100000000000000000000000000,00000100000000000001000000001010,01000100000111001001000101100011
c650,13,00000000000000000000000000000100,01100000110001000010000000000000,01101001101010100000000110000101
c650,13,00000100000000000000000000000000,00000100000000000001000000001010,01000001000000000001000000001010
c650,13,00000000000000000000000000000001,00010000000000001001001001100011,00101000000000101011011011110110
c651,40,00000000000001000000000000000000,01010001010101000000001000011001,01110001010001010000001000110001
c651,40,00000000000000010000000000000000,00010011000001010100011001100101,00000011000001010110011000000101
c651,40,01000000000000000000000000000000,11001000000100000000000000000100,10001000110100000001000101010110
c651,40,00000000000000000000000000000001,00000010000000001010001001101100,11000011100000011010001001100100
c651,40,00000000000000001000000000000000,00100100010100001111101001100100,01101100011101001111001000100110
c651,40,00000000000100000000000000000000,00000010000100000001001000001000,00001010000101100110001110010000
c651,40,00000000000010000000000000000000,00110000100011101100000010110010,00100010101111101100000010100010
c651,40,00000000000000000000000000001000,01001000000010001000000001001000,01111011001010010000010100010101
c651,40,00000000000000000100000000000000,10001100000000010101000100011000,11001101010100110101000100111000
c651,40,00000000010000000000000000000000,00000100011000000100110001101000,10000110011010000110110011011001
c652,60,00000000000000100000000000000000,00010000100000110000010100100000,00110000101100110010100010100010
c652,60,00000000000000000000000000001000,00001101100000000010001000101110,00000001100000010010001001000010
c652,60,01000000000000000000000000000000,00000010000000000011100000001101,00100011001000100111000001001111
c652,60,00000000000000000000001000000000,00000110011100000100111000001110,10000110011100101101110010001110
c652,60,00000000000000000000010000000000,00000000001000010000010011000010,00000000001111000011000011000000
c652,60,00000000000000000100000000000000,00000001010101100100100100000100,10010011010101100000100100100110
c652,60,00000000000000000000000000001000,00001101100000000010001000101110,00001110110100011011000000101100
c652,60,00000000000000100000000000000000,00010000100000110000010100100000,00100110101000110010010100000000
c652,60,00100000000000000000000000000000,10100010011000010000001101011110,00101011001100011000011101010101
c652,60,10000000000000000000000000000000,10000100000010000101001000010000,10000111010010000001011010010010
c653,27,00000000000000000000010000000000,00110100000000010001010010100000,00110010001011110111011110101010
c653,27,00000000000000100000000000000000,01000101010010100001001000100000,01000101110011100101111001010000
c653,27,00000000000000100000000000000000,01000101010010100001001000100000,00101101111010100101101001000000
c653,27,00000010000000000000000000000000,00100000010010110000010000010000,00100001010100110000000110100000
c653,27,00000000000000000000000000010000,00000000110000000000000000010000,00000000010000000001001101011011
c653,27,00000000000000000100000000000000,00010100000000100100000000111100,00010101001001100100000000111100
c653,27,00000000000000000000000001000000,00100001100000010000010001100000,00111000100010110000000001000000
c653,27,00000000000000000000000000010000,00000000110000000000000000010000,10000011100011101000010000000010
c653,27,00100000000000000000000000000000,00100000000000110001001010000010,00100101000011110001001010010010
c653,27,00000000000000000000000000010000,00000000110000000000000000010000,00001011010100000110101000100111
c654,58,00000000001000000000000000000000,11001000100000000010100011000000,11101011100000001011101001000100
c654,58,00000000000000001000000000000000,00000010000000001000001010010010,00000010000011001101001000010110
c654,58,01000000000000000000000000000000,11111011110000010000000110000000,10111011011001010010001110000000
c654,58,00000000000000000100000000000000,00000000001000000100101001011100,00010010001100000000101010001000
c654,58,00000000000000000100000000000000,00000000001000000100101001011100,00001000010000100110101111000100
c654,58,00000000000000000001000000000000,11000000100001000101101010001000,11110010100000000011101000001000
c654,58,00000000000000000001000000000000,11000000100001000101101010001000,11000100110011101101101001101000
c654,58,01000000000000000000000000000000,11111011110000010000000110000000,11110111111000010100100110001000
c654,58,10000000000000000000000000000000,10000000000100001000000000000110,00000000000100100100000000000110
c654,58,00000000000000000000000000001000,11000000000100000001011100101010,01011110010101000001011110101110
c655,52,00000000000010000000000000000000,00000001000000000000000000100000,01001000010000011101000110010010
c655,52,00000000000000100000000000000000,00011010000000100010000001000000,10011110000000100000010001010010
c655,52,00000000001000000000000000000000,10100010101010000100000011001100,10110010101011101110010111001011
c655,52,00000000010000000000000000000000,10000000011000001010001010000010,00111101010000000010111011010010
c655,52,00000000000000000000000100000000,00000000100100010000000101000000,01011000100100010000000111010000
c655,52,00000000000000000000010000000000,10000010000000100100010000001100,10001011000000100001010010001100
c655,52,00000010000000000000000000000000,00001100011100001001100010111100,10001000001001001001111010001101
c655,52,00000000000000000000010000000000,10000010000000100100010000001100,10000010100010100100011100001100
c655,52,00000000000000000000010000000000,10000010000000100100010000001100,10010010101010110000010001001100
c655,52,01000000000000000000000000000000,01000001100010101000000000100010,11010001100000101000000011101010
c656,2,00000100000000000000000000000000,00000110000000001100001000001101,00000100010000001100000001000000
c656,2,00000100000000000000000000000000,00000110000000001100001000001101,01000110110000001001001101100101
c656,2,01000000000000000000000000000000,11000000000101000000000001110000,00001101110101100100001101110000
c656,2,00000000000000000000000100000000,01100000010111010000011100100100,10100000101111100000011000001100
c656,2,00000000000000000000010000000000,00100000010000000100001000001000,01110000010010010110111101001000
c656,2,00000000000000000000100000000000,00001000000000100000100000101000,10000001100001100000001110101110
c656,2,00000000000000000000000000100000,01100001100000110100001001100001,00100001100000110100101000110001
c656,2,00000000000000000000010000000000,00100000010000000100001000001000,00000001010110010100101100001100
c656,2,00000000000000000000000000000010,11010000000001001000010000000000,01111100001011101100010010000000
c656,2,00100000000000000000000000000000,00000010100000110001110101000010,00010100100001100011110101000010
c657,50,00000001000000000000000000000000,01000000100000000000010110001000,01000100100010000100101100101100
c657,50,00000000000000000010000000000000,00000000101000110011100001101000,10010010011100100111100001101001
c657,50,00000100000000000000000000000000,00100100000010000000000100010110,11110100010010100000001110110100
c657,50,00000000000001000000000000000000,00000100101011010000000000001010,10100100111011010000100010001010
c657,50,00001000000000000000000000000000,00000000000110100010001110011000,00000010000110100010000110010101
c657,50,00000000000000000000000000100000,10000100010100001000000011100010,10010110011100001000011011010010
c657,50,00000000000000100000000000000000,00000100000000100000000101100000,00000100000100100011010101000001
c657,50,00000000000000000000001000000000,00010000000010000001001000000100,10010001100011010101101100000000
c657,50,00000000000000001000000000000000,10010000011010001001001000001110,10001010011010000001010000111110
c657,50,00000000000001000000000000000000,00000100101011010000000000001010,01101111101010010010010010011010
c658,36,10000000000000000000000000000000,10000010000000000000000000000100,10010111100000001000000000000110
c658,36,00000000000010000000000000000000,00001000000010000010000110000010,00010010001011100011000000100110
c658,36,00000000000000000000000001000000,10100100000001011010011010101000,11100100111001011010011010111101
c658,36,00000000000000000000000000000010,10011010110011010000000000000000,11111000010011011000101000001000
c658,36,00000010000000000000000000000000,00100010000100110010001000100000,01100110000010111010101001000000
c658,36,00001000000000000000000000000000,00011111000000000000000100000000,01011111100110000011000100000011
c658,36,00000000000000000000001000000000,00010001001011001100001000000000,00010011001011000001001000001000
c658,36,00000000000000000010000000000000,10000010010000100111010010000000,11000010010000001111010110001000
c658,36,00000000000000000000001000000000,00010001001011001100001000000000,00110001100011001000011000000000
c658,36,00000000000000000000100000000000,01100011000000100000100000000000,01111000000001100100110000000100
c659,7,00000000000000100000000000000000,00100000000100101000110000111100,10001001000101101011110000111100
c659,7,00000100000000000000000000000000,00000110000001000000010000000101,00100010010010001010010001000101
c659,7,00000000000000100000000000000000,00100000000100101000110000111100,01000000110100101010100011111000
c659,7,00000100000000000000000000000000,00000110000001000000010000000101,00010010110001010000010000000001
c659,7,00000000000000100000000000000000,00100000000100101000110000111100,00100110100110101001110110110011
c659,7,00100000000000000000000000000000,10100100000000000000100000000000,11100110000001000101100011000000
c659,7,00000000000000000000001000000000,10000100000010001000011000100001,10000111111010001001011000000001
c659,7,00000000000001000000000000000000,00011001110111000001000100010010,00101001100111100001000110010010
c659,7,00000000000000100000000000000000,00100000000100101000110000111100,00001101000110100010110110110101
c659,7,00000000000001000000000000000000,00011001110111000001000100010010,00001101110111000001001100010111
c660,36,01000000000000000000000000000000,01011000000000000100010001000100,00011000000000000100010001000100
c660,36,01000000000000000000000000000000,01011000000000000100010001000100,01111100010010010000010001000100
c660,36,00000000000000000000100000000000,00000000001100100100111010010000,01000000000000100100011010100000
c660,36,00010000000000000000000000000000,10001101000000010000000000010001,10001101111000011000000001110001
c660,36,00000000000000000000000000000010,00001001100101100100010000000010,10101001110101110101000001000110
c660,36,00000000000100000000000000000000,01100000000110011101000011100100,00100010000110011100100010100101
c660,36,00000010000000000000000000000000,00000110100000001100000001000100,10011110111010001010000010000000
c660,36,00000000000000000001000000000000,00010000100000000001000111001000,10011001100010100001010001001000
c660,36,00000000000000000000100000000000,00000000001100100100111010010000,00001000001100110100101011110010
c660,36,00100000000000000000000000000000,00000100011010000010001000000001,00000100011010000010101001000001
c661,57,00100000000000000000000000000000,01100001000011100011000001011100,00100001010010000010000011011100
c661,57,00000000000000000001000000000000,01000000001100101001000000011000,01000000011100101101010001010010
c661,57,00000000000000000000000000000001,10110000110000110000000010110000,10111000110010100001011000111000
c661,57,00000000010000000000000000000000,00000110010100100110000010110001,10100111010110100111001010100000
c661,57,00000000000000000000000000000001,10110000110000110000000010110000,11110001110001110010010000110000
c661,57,00000000000000000000000000001000,00010010100010110000000001001100,00010110011010110010000001101101
c661,57,00000000000000000100000000000000,01000010000000100001011000001001,01000010000010100111011010101101
c661,57,00000000000000000000000000000001,10110000110000110000000010110000,10110100110100110000000110110001
c661,57,00000000000000000000000000000001,10110000110000110000000010110000,00010000010000110001100001110010
c661,57,00000010000000000000000000000000,00101100000001110000000000010000,00111100010001000110011001010001
c662,45,00000000000000000001000000000000,00000001000100000001001000001001,11000000001101000101111000011011
c662,45,00000000001000000000000000000000,00000001001001000000001000011000,00000001111101000101101000010000
c662,45,00000000000000000000000000100000,00100100000000000100000000100000,01010010000000000000010001100100
c662,45,00000000000000001000000000000000,11000010001000001010101010010000,01000010001000001001101010000011
c662,45,00000000000000100000000000000000,11010001100001101000011010000011,11010001100011111000010110000011
c662,45,00000000000000001000000000000000,11000010001000001010101010010000,11000111001000001010001011110000
c662,45,00100000000000000000000000000000,11101000100001001000000010000000,11111010010110001011000011100100
c662,45,00000000010000000000000000000000,00000000100000000000001000000000,00000111110010111101010001000000
c662,45,00000000010000000000000000000000,00000000100000000000001000000000,10000011110001010110001110000000
c662,45,00000000000000000000000010000000,01010000001010000010100010001001,00011001001110000010100110001011
c663,59,00000000100000000000000000000000,10000000100010000100100000000010,10101000100011000110100000011010
c663,59,00000000000000000001000000000000,01110000000000000001001000000100,01100100000011000001011110000001
c663,59,00000000000000000001000000000000,01110000000000000001001000000100,01001111000100001111001011000011
c663,59,00010000000000000000000000000000,00110010011000000100000001000001,00110010011110011100001001101001
c663,59,00000000000000000000000000000010,00010011000000010100010001010010,00000010000000110100011001010010
c663,59,00000000000000000000000000001000,00110001110100000100011100001101,00011001001100001000011101001100
c663,59,00001000000000000000000000000000,00000000010100100100001010000001,10100101110000100100001001000001
c663,59,00000000100000000000000000000000,10000000100010000100100000000010,10111001110110111001000000001010
c663,59,00000000001000000000000000000000,11101000101011010000000000000010,10101110000001110100000001001010
c663,59,00000001000000000000000000000000,00000101100010000000000011001000,00000100101010010001010011000001
c664,2,00000000000001000000000000000000,10110000000001010000000000010001,10110001000001000100010001010100
c664,2,00000000000001000000000000000000,10110000000001010000000000010001,01000000000001010000101000110010
c664,2,00000000000000000000000000001000,00010000010000100000000010010000,10010001001000100000101110001100
c664,2,10000000000000000000000000000000,11000001001000001001001000110100,11000001101001011011101000110100
c664,2,00000000000000000000000000100000,10000110000100010001000010101100,00000110100001010001010011001010
c664,2,00000000000000000000000000000010,01100000000000000100000010010011,01101001010000100100100100000101
c664,2,00000000000000000000000000000100,00110010000100000000000000001100,00100010000000010011000000001000
c664,2,10000000000000000000000000000000,11000001001000001001001000110100,11000000011001001101000100110011
c664,2,00000000000010000000000000000000,10001100001010011000000100111000,10110100001000011010010100001000
c664,2,00000000000000000000100000000000,00000011000000000000100000000001,00010011000001001010100001000001
c665,1,00000000000000000000000000100000,11000000000000000111000000111000,00000010010101100101000000111000
c665,1,00000000000000001000000000000000,00000000000000001000010111000100,00000000111010001010010101000100
c665,1,00000000000000000000000100000000,00001000100100101001001110111001,00100001101110001101001110101000
c665,1,00000000000000001000000000000000,00000000000000001000010111000100,01010000000110011010110110100000
c665,1,00000000000100000000000000000000,00110010010010000101001010011000,10110010010011000100001100101100
c665,1,00000000000000010000000000000000,11010001100001100000011010000010,11000100100011100101111110000111
c665,1,00000000000000000010000000000000,00000000001000110011010011000000,00010010101100110011000111010000
c665,1,00000000000000000000000100000000,00001000100100101001001110111001,00001100100100110100011110111101
c665,1,00000000000000000000000000000001,00000010000101000000101100000101,00001100101101110000101111010101
c665,1,00000000000000000001000000000000,11000100000100101010110000000000,01100100000000101010100010100011
c666,10,00000000010000000000000000000000,01000000000100100001100000000011,01001100110100000111000000001011
c666,10,00010000000000000000000000000000,11010000100000110000000000110100,11010000111010110000001000100010
c666,10,00000000001000000000000000000000,01000110010001101000110000001011,01101000010001111000110111101011
c666,10,00000000000000100000000000000000,00000000000011100000001101101001,01100001101111101000011111101001
c666,10,00000000000010000000000000000000,01000000000000100010110001000000,00000000000000110010110101010001
c666,10,00000100000000000000000000000000,00100100000001000000010000010100,00110101110110001001010000010110
c666,10,10000000000000000000000000000000,11000011000010010000000010011010,11001011101111110100000010001110
